Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
R.J. Hampton,PG,22,MIA,8,76,0.9,.336,.571,.143,3.0,6.0,4.5,13.6,0.0,0.0,16.8,10.5,-0.1,0.0,-0.1,-0.038,-8.1,-1.4,-9.5,-0.1,2024
Tim Hardaway Jr.,SF,31,DAL,79,2120,12.1,.542,.612,.173,1.1,11.9,6.5,9.2,1.0,0.2,6.2,22.6,0.8,1.4,2.2,.050,-0.8,-2.1,-2.9,-0.5,2024
James Harden,PG,34,LAC,72,2470,18.6,.612,.594,.418,1.6,14.8,8.4,33.6,1.5,2.1,16.0,20.6,5.9,2.5,8.4,.163,3.8,0.3,4.1,3.8,2024
Jaden Hardy,SG,21,DAL,73,989,11.2,.517,.468,.159,2.2,12.2,7.2,15.7,1.1,0.4,10.8,24.9,-0.4,0.7,0.3,.014,-2.0,-2.1,-4.1,-0.5,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Ron Harper Jr.,PF,23,TOR,1,4,0.0,,,,0.0,0.0,0.0,28.6,0.0,0.0,,0.0,0.0,0.0,0.0,.087,-11.7,2.8,-8.8,0.0,2024
Gary Harris,SG,29,ORL,54,1297,9.4,.587,.690,.152,2.2,6.1,4.1,9.1,1.9,1.0,8.9,11.7,1.1,1.5,2.7,.099,-2.3,1.1,-1.2,0.3,2024
Joe Harris,SG,32,DET,16,170,4.6,.489,.769,.051,1.9,6.7,4.3,7.7,0.8,1.0,9.1,11.0,0.0,0.0,0.0,.001,-4.7,-1.1,-5.9,-0.2,2024
Kevon Harris,SG,26,ORL,2,6,11.1,.667,.000,.000,0.0,39.5,19.6,33.0,0.0,0.0,25.0,29.1,0.0,0.0,0.0,.038,-15.5,-0.3,-15.8,0.0,2024
Tobias Harris,PF,31,PHI,70,2368,16.5,.576,.271,.224,3.7,17.7,10.6,13.8,1.5,1.8,8.2,20.7,3.2,2.7,5.9,.121,1.0,-0.1,0.9,1.7,2024
Shaquille Harrison,SG,30,MEM,3,6,15.9,.500,.000,.000,0.0,38.0,18.2,0.0,0.0,15.6,0.0,14.3,0.0,0.0,0.0,.090,-0.7,5.2,4.6,0.0,2024
Josh Hart,SF,28,NYK,81,2707,11.8,.522,.380,.169,5.3,22.8,14.0,16.3,1.4,0.8,13.9,13.5,2.0,3.6,5.7,.100,-1.3,1.4,0.0,1.4,2024
Isaiah Hartenstein,C,25,NYK,75,1896,18.9,.670,.008,.430,14.4,22.7,18.5,13.5,2.3,4.2,17.6,12.0,4.6,3.5,8.1,.204,0.7,2.8,3.5,2.6,2024
Sam Hauser,SF,26,BOS,79,1741,13.0,.629,.833,.034,2.9,13.7,8.6,6.2,1.1,1.3,5.3,15.0,2.7,2.1,4.9,.134,1.2,0.0,1.2,1.4,2024
Jordan Hawkins,SG,21,NOP,67,1160,10.2,.533,.654,.175,2.8,11.3,7.1,8.2,0.8,0.6,7.5,19.9,0.3,1.0,1.3,.053,-1.3,-1.7,-3.1,-0.3,2024
Jaxson Hayes,C,23,LAL,70,877,14.0,.718,.046,.469,9.2,17.1,13.4,5.0,1.8,2.9,16.9,12.5,1.4,1.1,2.5,.135,-2.8,0.9,-1.9,0.0,2024
Killian Hayes,PG,22,DET,42,1008,10.5,.474,.261,.177,1.2,12.2,6.6,27.8,1.7,1.7,14.3,15.1,0.0,0.7,0.7,.032,-2.9,0.2,-2.7,-0.2,2024
Gordon Hayward,SF,33,TOT,51,1245,12.8,.548,.223,.298,3.4,13.0,8.1,18.3,1.6,1.0,12.6,18.4,0.6,0.9,1.5,.058,-1.6,-0.5,-2.1,0.0,2024
Gordon Hayward,SF,33,CHO,25,798,14.2,.544,.205,.273,3.4,13.4,8.2,22.1,1.7,1.4,13.3,21.2,0.3,0.4,0.7,.041,-1.2,-0.6,-1.8,0.0,2024
Gordon Hayward,SF,33,OKC,26,447,10.3,.560,.274,.368,3.4,12.2,8.0,11.5,1.3,0.2,10.9,13.4,0.4,0.5,0.8,.088,-2.4,-0.2,-2.6,-0.1,2024
Scoot Henderson,PG,19,POR,62,1765,9.5,.489,.336,.256,3.2,9.5,6.2,29.9,1.3,0.7,19.3,26.5,-2.5,0.9,-1.7,-0.045,-3.5,-2.3,-5.8,-1.7,2024
Taylor Hendricks,PF,20,UTA,40,856,11.8,.578,.583,.121,6.0,17.7,11.9,5.0,1.6,3.1,9.7,13.7,0.7,0.6,1.2,.070,-1.3,-0.4,-1.6,0.1,2024
Tyler Herro,SG,24,MIA,42,1407,15.7,.558,.453,.151,1.5,16.5,8.9,22.4,1.1,0.2,10.6,27.8,0.4,1.6,2.0,.068,1.5,-0.7,0.8,1.0,2024
Buddy Hield,SF-SG,31,TOT,84,2160,13.3,.578,.668,.069,3.1,10.9,7.0,14.5,1.6,1.6,10.5,19.2,1.9,1.6,3.5,.077,1.0,-0.6,0.4,1.3,2024
Buddy Hield,SF,31,IND,52,1336,13.1,.586,.691,.064,2.9,11.3,7.1,12.9,1.5,1.8,10.4,18.6,1.2,0.8,2.0,.070,1.0,-0.8,0.2,0.7,2024
Buddy Hield,SG,31,PHI,32,824,13.6,.566,.634,.078,3.6,10.2,6.8,17.1,1.6,1.2,10.6,20.2,0.7,0.8,1.5,.088,1.0,-0.3,0.8,0.6,2024
Haywood Highsmith,PF,27,MIA,66,1366,11.1,.587,.584,.109,5.3,12.1,8.7,7.2,1.9,2.1,9.0,12.4,1.1,1.9,3.1,.108,-1.8,1.1,-0.7,0.5,2024
Nate Hinton,SG,24,HOU,15,75,17.6,.585,.538,.192,9.9,21.7,15.7,18.6,1.9,2.5,9.6,17.7,0.2,0.1,0.3,.187,1.9,1.7,3.6,0.1,2024
D'Moi Hodge,SG,25,LAL,7,41,6.1,.441,.800,.133,0.0,0.0,0.0,15.6,1.2,2.1,5.9,17.8,0.0,0.0,0.0,-0.019,-3.7,-2.6,-6.3,0.0,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Aaron Holiday,PG,27,HOU,78,1269,11.5,.578,.520,.151,1.9,8.5,5.2,15.4,1.6,0.4,10.6,16.7,1.3,1.2,2.5,.094,-1.8,0.3,-1.5,0.2,2024
Jrue Holiday,PG,33,BOS,69,2263,14.4,.597,.467,.104,4.2,13.2,8.9,19.3,1.3,2.1,14.7,16.3,3.3,3.0,6.3,.133,1.0,1.1,2.1,2.4,2024
Justin Holiday,SG,34,DEN,58,862,9.7,.598,.701,.021,1.2,7.8,4.6,9.5,2.1,0.9,6.7,10.6,0.9,0.9,1.8,.101,-2.5,0.9,-1.6,0.1,2024
Richaun Holmes,C-PF,30,TOT,40,555,14.5,.593,.020,.320,13.7,21.8,17.7,6.0,0.9,2.9,12.5,14.7,0.8,0.5,1.3,.114,-2.4,-0.8,-3.3,-0.2,2024
Richaun Holmes,C,30,DAL,23,237,13.9,.572,.000,.356,15.3,20.7,18.0,8.4,0.6,3.3,15.0,14.5,0.3,0.3,0.6,.119,-2.4,-0.6,-3.0,-0.1,2024
Richaun Holmes,PF,30,WAS,17,318,14.9,.608,.034,.295,12.5,22.7,17.5,4.3,1.2,2.6,10.8,14.8,0.5,0.2,0.7,.110,-2.4,-1.0,-3.4,-0.1,2024
Chet Holmgren,C,21,OKC,82,2413,20.4,.632,.366,.289,6.2,23.1,15.0,11.6,1.1,7.3,10.9,21.6,4.6,4.4,8.9,.178,1.8,1.5,3.4,3.3,2024
Jalen Hood-Schifino,SG,20,LAL,21,109,-1.5,.316,.333,.444,2.1,10.7,6.6,9.1,1.3,1.6,14.3,24.9,-0.6,0.1,-0.5,-0.222,-12.4,-3.7,-16.1,-0.4,2024
Al Horford,C,37,BOS,65,1740,15.0,.650,.616,.072,5.3,19.7,12.8,12.3,1.1,3.1,10.0,12.0,3.5,2.7,6.2,.172,1.7,2.0,3.6,2.5,2024
Talen Horton-Tucker,PG,23,UTA,51,1009,13.4,.503,.391,.234,2.3,10.8,6.6,25.5,2.2,1.7,11.2,24.0,0.3,0.5,0.8,.039,-0.9,-0.4,-1.2,0.2,2024
Danuel House Jr.,SF,30,PHI,34,509,8.5,.575,.476,.438,3.4,9.3,6.3,7.2,1.5,0.9,13.2,12.2,0.3,0.4,0.7,.066,-3.4,-0.5,-4.0,-0.3,2024
Caleb Houstan,SF,21,ORL,59,815,8.3,.582,.937,.126,4.0,8.1,6.1,4.8,0.9,0.5,6.9,12.5,0.7,0.8,1.5,.089,-1.4,-0.5,-1.9,0.0,2024
Jett Howard,SF,20,ORL,18,67,8.6,.457,.833,.133,1.7,10.6,6.1,13.0,1.5,2.8,8.6,22.7,-0.1,0.1,0.0,.005,-1.4,-0.3,-1.8,0.0,2024
Kevin Huerter,SG,25,SAC,64,1562,12.4,.564,.609,.084,2.7,13.6,8.0,14.4,1.4,1.3,8.4,17.3,1.5,1.4,2.9,.089,-0.5,-0.4,-0.8,0.5,2024
Jay Huff,C,25,DEN,20,49,18.5,.724,.600,.133,4.7,19.8,12.4,5.6,2.0,5.2,5.9,15.0,0.1,0.1,0.2,.212,-0.3,1.6,1.3,0.0,2024
De'Andre Hunter,SF,26,ATL,57,1681,12.7,.595,.459,.296,1.9,12.9,7.2,7.3,1.1,0.9,10.0,20.6,1.6,0.6,2.2,.062,-0.9,-1.5,-2.4,-0.2,2024
Matthew Hurt,PF,23,MEM,8,113,8.4,.453,.588,.088,8.4,7.1,7.7,5.1,1.3,2.5,5.4,14.2,0.0,0.1,0.1,.031,-3.0,-0.7,-3.7,-0.1,2024
Bones Hyland,PG,23,LAC,37,540,10.8,.490,.538,.092,1.1,10.1,5.7,24.5,2.4,0.7,14.4,24.8,-0.5,0.5,0.0,.003,-2.8,-0.8,-3.6,-0.2,2024
Joe Ingles,SF,36,ORL,68,1169,10.6,.612,.709,.150,1.8,12.6,7.1,23.0,1.8,0.4,21.7,11.6,1.1,1.5,2.6,.108,-1.7,1.2,-0.5,0.5,2024
Brandon Ingram,SF,26,NOP,64,2103,18.2,.578,.238,.302,2.3,14.7,8.6,26.7,1.2,1.9,12.4,27.2,2.7,2.4,5.1,.117,1.4,-0.3,1.2,1.7,2024
Kyrie Irving,SG,31,DAL,58,2030,21.9,.608,.372,.186,2.4,13.2,7.8,23.8,1.7,1.2,8.0,28.1,4.9,2.0,6.9,.163,4.8,0.1,4.9,3.6,2024
Jonathan Isaac,PF,26,ORL,58,914,19.2,.610,.392,.287,9.3,24.2,16.7,4.8,2.3,7.1,7.7,16.7,1.5,2.1,3.6,.188,1.4,2.4,3.8,1.4,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Jaden Ivey,SG,21,DET,77,2217,12.4,.536,.379,.311,4.3,9.1,6.6,20.2,1.2,1.6,14.7,24.9,-0.5,1.0,0.5,.010,-1.4,-1.7,-3.1,-0.6,2024
Andre Jackson Jr.,SG,22,MIL,57,572,8.5,.596,.460,.110,8.4,13.1,10.8,10.8,1.3,0.9,21.1,10.0,0.5,0.5,1.0,.081,-3.6,0.0,-3.6,-0.2,2024
GG Jackson II,PF,19,MEM,48,1233,13.7,.554,.508,.272,4.5,13.2,8.7,8.0,1.1,1.8,9.3,24.2,0.2,1.1,1.2,.048,-0.2,-1.8,-2.0,0.0,2024
Isaiah Jackson,C,22,IND,59,771,21.5,.689,.017,.438,13.8,21.2,17.5,8.3,2.1,6.3,12.3,17.2,2.2,1.1,3.3,.204,0.3,1.4,1.7,0.7,2024
Jaren Jackson Jr.,C,24,MEM,66,2124,17.4,.552,.315,.359,4.2,15.0,9.4,13.1,1.8,4.7,10.6,30.4,0.2,2.8,3.0,.067,0.0,0.4,0.4,1.3,2024
Justin Jackson,SF,28,MIN,2,1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,.031,-6.3,-1.2,-7.5,0.0,2024
Quenton Jackson,PG,25,IND,3,11,16.1,.532,.000,2.000,0.0,41.2,20.6,18.6,4.3,0.0,0.0,7.2,0.0,0.0,0.0,.203,-3.5,6.8,3.3,0.0,2024
Reggie Jackson,PG,33,DEN,82,1817,11.7,.521,.376,.130,2.1,7.2,4.7,23.0,1.2,0.6,11.7,21.7,0.6,1.5,2.1,.056,-1.8,-1.5,-3.2,-0.6,2024
Trayce Jackson-Davis,PF,23,GSW,68,1130,21.6,.692,.003,.398,13.1,19.4,16.3,10.4,1.2,6.1,11.2,16.4,3.2,1.6,4.8,.205,1.5,1.2,2.8,1.4,2024
LeBron James,PF,39,LAL,71,2504,23.7,.630,.286,.318,2.8,19.3,11.5,37.5,1.7,1.3,14.5,29.2,5.7,2.8,8.5,.164,5.5,0.9,6.5,5.4,2024
Jaime Jaquez Jr.,SF,22,MIA,75,2113,12.9,.574,.290,.251,4.4,11.0,7.6,13.9,1.8,0.9,12.4,18.7,1.4,2.7,4.0,.092,-2.2,0.3,-1.9,0.1,2024
DeJon Jarreau,SG,26,MEM,9,150,9.6,.392,.260,.220,5.6,27.3,16.0,25.4,2.0,1.2,14.1,18.3,-0.2,0.2,0.0,.002,-4.6,0.7,-4.0,-0.1,2024
DaQuan Jeffries,SG,26,NYK,17,46,3.1,.391,.588,.118,0.0,12.2,6.1,14.9,0.0,2.0,14.4,19.6,-0.1,0.0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,2024
Trey Jemison,C,24,TOT,25,573,11.8,.582,.000,.184,11.7,13.9,12.8,7.1,1.0,4.6,18.8,13.5,0.3,0.6,0.9,.073,-4.7,-0.4,-5.1,-0.5,2024
Trey Jemison,C,24,WAS,2,1,-36.1,,,,0.0,100.0,53.5,0.0,0.0,0.0,100.0,42.1,0.0,0.0,0.0,-1.200,-30.3,-3.6,-33.9,0.0,2024
Trey Jemison,C,24,MEM,23,572,11.9,.582,.000,.184,11.8,13.7,12.7,7.1,1.0,4.6,18.3,13.5,0.3,0.6,0.9,.075,-4.7,-0.4,-5.1,-0.4,2024
Ty Jerome,SG,26,CLE,2,15,7.6,.500,.250,.000,7.6,0.0,3.7,27.3,0.0,0.0,20.0,14.7,0.0,0.0,0.0,.040,-4.1,-0.8,-4.9,0.0,2024
Isaiah Joe,SG,24,OKC,78,1445,13.4,.626,.728,.107,2.6,11.0,6.9,8.9,1.5,1.4,8.5,16.6,1.9,1.6,3.5,.116,1.1,-0.3,0.9,1.0,2024
Cameron Johnson,PF,27,BRK,58,1599,14.5,.582,.570,.176,3.7,13.8,8.6,12.9,1.5,0.8,7.9,19.6,2.0,1.3,3.3,.100,0.9,-0.5,0.4,1.0,2024
Jalen Johnson,SF,22,ATL,56,1889,16.3,.584,.285,.209,4.1,24.8,14.1,15.4,1.7,2.2,11.6,19.1,2.1,1.7,3.8,.098,0.4,0.8,1.2,1.5,2024
James Johnson,PF,36,IND,9,47,5.0,.368,.200,.200,2.4,7.2,4.8,18.6,5.0,1.7,31.5,14.2,-0.1,0.1,0.0,-0.050,-8.0,2.2,-5.8,0.0,2024
Keldon Johnson,SF,24,SAS,69,2038,14.2,.565,.426,.256,5.0,15.1,10.0,14.2,1.2,0.8,9.4,21.9,1.5,1.5,3.0,.071,-0.3,-1.4,-1.7,0.2,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Keon Johnson,SG,21,BRK,5,61,13.1,.590,.476,.571,5.2,7.4,6.3,6.9,2.4,1.5,16.0,22.2,0.0,0.1,0.1,.068,-1.6,-1.1,-2.7,0.0,2024
Keyontae Johnson,SF,23,OKC,9,66,1.6,.344,.188,.000,7.0,9.8,8.4,7.2,0.7,0.0,20.0,13.1,-0.1,0.1,-0.1,-0.068,-7.5,-2.2,-9.8,-0.1,2024
Nikola JokiÄ,C,28,DEN,79,2737,31.0,.650,.164,.310,9.3,29.6,19.8,42.0,2.0,2.1,12.9,29.3,12.0,5.1,17.0,.299,9.0,4.2,13.2,10.6,2024
Colby Jones,SG,21,SAC,30,192,8.9,.422,.310,.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,-0.2,0.2,0.0,.007,-5.4,0.4,-5.0,-0.1,2024
Damian Jones,C,28,CLE,39,270,15.8,.659,.194,.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,0.4,0.4,0.8,.150,-1.7,1.2,-0.5,0.1,2024
Derrick Jones Jr.,SF,26,DAL,76,1783,11.7,.592,.483,.275,5.0,10.3,7.7,5.5,1.4,2.5,10.5,14.9,1.5,1.6,3.1,.083,-1.3,-0.3,-1.5,0.2,2024
Herbert Jones,SF,25,NOP,76,2321,13.2,.636,.464,.269,3.6,9.4,6.5,11.3,2.2,2.6,12.4,14.1,3.3,3.0,6.3,.131,-0.9,1.5,0.6,1.6,2024
Mason Jones,SG,25,SAC,5,28,5.8,.394,.875,.250,3.9,16.4,10.0,21.7,1.7,0.0,18.4,16.6,0.0,0.0,0.0,-0.018,-5.4,0.0,-5.5,0.0,2024
Tre Jones,PG,24,SAS,77,2138,14.7,.591,.318,.197,2.9,11.8,7.3,30.8,1.7,0.3,15.1,15.2,3.4,1.6,4.9,.111,-0.4,0.1,-0.4,0.9,2024
Tyus Jones,PG,27,WAS,66,1933,16.5,.578,.384,.060,1.1,9.0,5.0,34.6,1.7,0.8,8.8,16.3,3.9,0.7,4.5,.113,1.5,-0.9,0.7,1.3,2024
DeAndre Jordan,C,35,DEN,36,396,16.0,.610,.000,.570,15.6,28.0,22.0,8.5,0.8,3.4,16.5,15.4,0.6,0.6,1.2,.147,-1.7,-0.1,-1.7,0.0,2024
Cory Joseph,PG,32,GSW,26,296,6.2,.470,.656,.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,0.0,0.2,0.2,.034,-4.0,-0.7,-4.7,-0.2,2024
Nikola JoviÄ,PF,20,MIA,46,896,12.8,.583,.580,.167,3.1,21.3,12.1,14.7,1.4,1.5,12.2,17.1,0.6,1.3,1.9,.103,-0.9,1.3,0.3,0.5,2024
Johnny Juzang,SG,22,UTA,20,372,9.6,.620,.700,.127,2.1,8.5,5.3,8.4,0.5,0.5,10.1,14.5,0.4,0.0,0.4,.047,-1.5,-2.2,-3.7,-0.2,2024
Luke Kennard,SG,27,MEM,39,999,13.1,.641,.756,.143,1.2,11.6,6.2,20.8,1.0,0.2,13.9,16.7,1.4,0.7,2.1,.099,0.6,-0.9,-0.3,0.4,2024
Walker Kessler,C,22,UTA,64,1493,18.0,.663,.054,.266,12.3,23.1,17.7,5.6,1.0,9.2,14.4,12.8,2.4,1.7,4.1,.131,-0.4,1.3,0.9,1.1,2024
Braxton Key,SF,26,DEN,20,60,16.5,.536,.294,.471,5.7,26.9,16.6,18.8,1.7,1.4,4.6,15.7,0.1,0.1,0.2,.180,0.5,1.6,2.1,0.1,2024
Corey Kispert,SF,24,WAS,80,2067,12.8,.620,.605,.198,1.5,10.3,5.8,10.7,0.9,0.6,10.2,19.6,1.7,0.4,2.1,.048,-0.2,-2.0,-2.1,-0.1,2024
Maxi Kleber,C,32,DAL,43,871,8.8,.573,.630,.322,3.8,14.1,9.0,9.5,0.9,3.0,14.4,9.6,0.6,0.8,1.4,.080,-2.3,1.0,-1.3,0.2,2024
Kevin Knox,SF,24,DET,31,560,9.9,.570,.505,.118,3.5,11.5,7.5,5.9,1.1,1.1,10.1,16.6,0.1,0.2,0.4,.033,-2.8,-1.8,-4.6,-0.4,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
John Konchar,SF,27,MEM,55,1173,11.4,.537,.577,.120,6.5,18.0,12.0,13.0,2.1,4.1,17.4,9.7,0.5,1.7,2.2,.091,-2.6,2.2,-0.4,0.5,2024
Furkan Korkmaz,SG,26,PHI,35,300,9.2,.519,.526,.263,1.4,9.7,5.5,11.0,2.3,0.9,10.5,13.6,0.0,0.3,0.4,.057,-3.2,0.4,-2.7,-0.1,2024
Luke Kornet,C,28,BOS,63,983,19.8,.736,.005,.266,13.5,15.1,14.3,8.9,1.2,5.5,8.5,11.0,3.5,1.6,5.1,.248,1.6,1.8,3.4,1.3,2024
Vit Krejci,PG,23,ATL,22,541,8.4,.633,.654,.058,2.1,8.6,5.2,11.6,1.2,1.0,15.8,9.8,0.5,0.1,0.6,.056,-3.3,-0.4,-3.7,-0.2,2024
Jonathan Kuminga,PF,21,GSW,74,1949,17.0,.598,.191,.347,5.2,14.4,9.8,12.5,1.4,1.7,10.9,24.1,2.7,1.9,4.6,.113,0.0,-0.4,-0.4,0.8,2024
Kyle Kuzma,PF,28,WAS,70,2281,15.7,.547,.343,.183,2.8,19.3,10.9,20.7,0.8,1.8,11.9,29.7,-1.0,1.1,0.2,.004,0.5,-1.6,-1.1,0.5,2024
Jock Landale,C,28,HOU,56,763,15.6,.584,.194,.316,12.2,11.9,12.1,11.8,1.3,4.0,11.7,14.8,1.4,0.9,2.3,.146,-0.5,0.4,-0.1,0.4,2024
Jake LaRavia,PF,22,MEM,35,806,12.6,.540,.515,.360,6.7,10.9,8.7,11.1,1.8,1.4,11.4,21.1,0.3,0.8,1.0,.062,-1.4,-1.0,-2.5,-0.1,2024
Zach LaVine,SG,28,CHI,25,872,15.1,.578,.449,.274,1.0,15.8,8.3,16.8,1.2,0.9,11.0,23.8,0.8,0.6,1.5,.080,0.8,-0.7,0.1,0.5,2024
A.J. Lawson,SG,23,DAL,42,311,11.2,.519,.413,.190,4.9,12.6,8.8,8.9,1.5,0.8,9.6,20.0,0.0,0.3,0.2,.036,-3.1,-1.5,-4.6,-0.2,2024
Saben Lee,PG,24,PHO,24,185,13.5,.492,.291,.709,5.8,12.8,9.5,21.0,1.8,1.4,10.0,18.8,0.2,0.2,0.4,.099,-2.0,0.6,-1.4,0.0,2024
Alex Len,C,30,SAC,48,444,14.7,.625,.037,.420,11.3,21.2,16.1,14.4,1.2,6.8,22.0,11.8,0.6,0.7,1.3,.138,-2.7,2.9,0.2,0.2,2024
Kawhi Leonard,SF,32,LAC,68,2330,23.2,.626,.289,.246,4.2,15.6,10.1,16.9,2.4,2.3,8.5,26.5,6.0,2.9,8.9,.184,4.8,0.6,5.5,4.4,2024
Caris LeVert,SG,29,CLE,68,1958,14.6,.524,.405,.245,2.3,13.7,8.0,25.7,1.9,1.6,11.4,23.1,1.0,2.6,3.6,.088,-0.6,0.8,0.2,1.1,2024
Kira Lewis Jr.,PG,22,TOT,28,265,8.6,.441,.359,.217,3.8,7.0,5.4,18.8,1.7,0.7,12.2,18.5,-0.2,0.2,0.0,-0.005,-4.4,-1.4,-5.8,-0.3,2024
Kira Lewis Jr.,PG,22,NOP,15,144,5.7,.387,.385,.212,3.1,7.6,5.4,16.2,1.7,0.7,12.3,19.6,-0.3,0.1,-0.1,-0.045,-6.4,-1.1,-7.5,-0.2,2024
Kira Lewis Jr.,PG,22,TOR,1,2,-7.3,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,-0.011,-22.1,-0.2,-22.3,0.0,2024
Kira Lewis Jr.,PG,22,UTA,12,119,12.3,.512,.325,.225,4.7,6.4,5.6,22.2,1.6,0.7,12.0,17.6,0.1,0.0,0.1,.042,-1.6,-1.9,-3.5,0.0,2024
Maxwell Lewis,SF,21,LAL,34,103,-3.9,.246,.429,.143,2.3,2.1,2.2,6.8,0.9,0.8,30.9,13.6,-0.5,0.0,-0.4,-0.195,-10.3,-3.2,-13.5,-0.3,2024
E.J. Liddell,PF,23,NOP,8,23,4.3,.291,.833,.333,0.0,23.9,12.1,5.2,4.3,8.6,22.5,16.8,-0.1,0.1,0.0,-0.091,-8.7,4.0,-4.7,0.0,2024
Damian Lillard,PG,33,MIL,73,2579,19.6,.590,.487,.403,1.6,11.8,6.8,28.8,1.3,0.6,11.4,28.4,5.8,1.9,7.7,.143,3.4,-1.3,2.1,2.7,2024
Nassir Little,SF,23,PHO,45,458,9.9,.572,.565,.161,3.6,14.3,9.3,6.1,1.1,1.9,9.5,13.9,0.3,0.4,0.7,.074,-2.4,-0.6,-3.0,-0.1,2024
Dereck Lively II,C,19,DAL,55,1294,18.1,.728,.007,.274,11.4,20.4,16.0,6.4,1.3,5.2,13.1,12.6,3.1,1.8,4.9,.183,-0.3,0.8,0.5,0.8,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Isaiah Livers,PF,25,DET,23,469,5.1,.460,.664,.155,3.5,8.0,5.7,7.0,1.3,0.9,11.4,12.7,-0.3,0.2,-0.1,-0.015,-5.0,-1.5,-6.5,-0.5,2024
Chris Livingston,SF,20,MIL,21,90,6.9,.547,.227,.182,3.7,21.5,12.8,7.2,1.1,0.0,17.4,13.8,0.0,0.1,0.1,.027,-7.0,-1.0,-8.0,-0.1,2024
Kenneth Lofton Jr.,PF,21,TOT,21,199,14.7,.537,.308,.333,6.6,14.6,10.5,25.7,1.5,2.3,13.5,22.1,0.1,0.2,0.3,.068,-0.6,0.3,-0.3,0.1,2024
Kenneth Lofton Jr.,PF,21,MEM,15,99,8.4,.447,.270,.405,2.1,15.0,8.3,21.6,1.5,2.8,12.1,21.5,-0.1,0.1,0.0,-0.011,-5.4,0.9,-4.5,-0.1,2024
Kenneth Lofton Jr.,PF,21,PHI,2,9,-20.0,.167,.333,.000,0.0,37.5,18.4,0.0,0.0,0.0,25.0,38.4,-0.1,0.0,-0.1,-0.705,-23.4,-9.2,-32.6,-0.1,2024
Kenneth Lofton Jr.,PF,21,UTA,4,91,25.0,.690,.343,.314,12.2,12.0,12.1,32.7,1.6,2.0,13.1,21.1,0.4,0.0,0.4,.232,6.9,0.6,7.5,0.2,2024
Kevon Looney,C,27,GSW,74,1195,15.1,.620,.004,.356,13.1,24.6,18.9,14.1,1.1,2.2,15.6,11.3,2.5,1.6,4.0,.162,-0.8,1.4,0.6,0.8,2024
Brook Lopez,C,35,MIL,79,2411,14.8,.608,.535,.177,5.4,13.0,9.3,7.1,0.9,6.7,8.8,16.0,3.1,2.8,5.9,.117,0.2,0.8,1.0,1.8,2024
Robin Lopez,C,35,MIL,16,65,6.6,.453,.421,.105,5.2,3.3,4.2,7.8,0.7,3.9,9.1,14.5,0.0,0.0,0.0,.007,-4.7,-1.4,-6.1,-0.1,2024
Kevin Love,PF,35,MIA,55,924,18.5,.597,.680,.301,7.2,34.5,20.7,19.0,1.0,1.1,10.6,21.9,1.7,1.6,3.3,.170,2.7,1.0,3.6,1.3,2024
Kyle Lowry,PG,37,TOT,60,1690,10.9,.594,.663,.199,2.2,10.8,6.4,20.1,1.7,1.2,17.2,12.9,1.6,1.9,3.5,.100,-1.9,0.9,-1.0,0.4,2024
Kyle Lowry,PG,37,MIA,37,1037,10.9,.582,.665,.174,2.7,11.5,7.0,19.5,1.9,1.4,16.9,13.5,0.8,1.4,2.2,.100,-2.0,1.3,-0.8,0.3,2024
