Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Year
John Collins,PF,26,UTA,68,1901,17.5,.621,.311,.248,9.2,24.0,16.7,6.1,1.0,2.9,10.6,20.4,3.1,1.3,4.4,.110,0.5,-1.4,-0.9,0.5,2024
Zach Collins,C,26,SAS,69,1526,14.3,.565,.294,.263,8.3,18.0,13.1,18.9,1.1,2.8,16.1,22.7,0.4,1.5,1.8,.057,-2.0,-0.1,-2.0,0.0,2024
Mike Conley,PG,36,MIN,76,2193,15.8,.627,.629,.174,2.0,9.0,5.6,28.4,2.0,0.7,12.8,16.0,5.0,3.3,8.2,.180,2.0,1.4,3.4,3.0,2024
Pat Connaughton,SF,31,MIL,76,1676,9.6,.574,.686,.167,3.4,12.0,7.8,12.0,1.1,1.0,11.6,10.9,1.6,1.2,2.8,.080,-1.6,0.0,-1.6,0.2,2024
Bilal Coulibaly,SF,19,WAS,63,1715,8.9,.543,.428,.303,3.4,12.8,8.0,8.2,1.6,2.3,15.1,14.2,-0.5,0.9,0.4,.013,-3.6,-0.5,-4.2,-0.9,2024
Ricky Council IV,SG,22,PHI,32,289,18.6,.604,.286,.634,5.3,12.4,8.8,8.2,1.4,0.3,3.4,22.1,0.8,0.3,1.0,.173,2.1,-0.8,1.3,0.2,2024
Robert Covington,SF-PF,33,TOT,29,488,13.6,.580,.571,.265,6.9,15.2,11.0,6.3,3.9,3.4,9.1,10.7,0.6,0.9,1.5,.145,-1.1,3.2,2.2,0.5,2024
Robert Covington,PF,33,LAC,3,69,10.6,.455,.889,.222,3.4,9.5,6.5,12.1,4.3,2.6,0.0,6.3,0.1,0.1,0.2,.124,-2.3,4.5,2.3,0.1,2024
Robert Covington,SF,33,PHI,26,419,14.1,.593,.539,.270,7.5,16.1,11.7,5.3,3.9,3.5,9.9,11.4,0.5,0.8,1.3,.149,-0.9,3.0,2.2,0.4,2024
Torrey Craig,SF,33,CHI,53,1049,10.8,.568,.610,.143,7.2,16.1,11.6,7.3,1.4,2.1,10.7,12.5,1.0,0.9,1.9,.087,-1.8,-0.2,-2.0,0.0,2024
Jae Crowder,PF,33,MIL,50,1156,8.9,.546,.615,.133,3.0,12.1,7.6,7.2,1.6,0.7,7.4,11.5,0.6,1.0,1.6,.065,-2.6,0.0,-2.6,-0.2,2024
Jalen Crutcher,PG,24,NOP,1,3,-12.6,.000,.000,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,-0.334,-18.5,-7.8,-26.2,0.0,2024
Cade Cunningham,PG,22,DET,62,2074,17.1,.546,.287,.235,1.7,12.9,7.2,37.5,1.3,0.9,14.1,30.8,0.7,1.0,1.8,.041,2.0,-1.6,0.3,1.2,2024
Seth Curry,SG,33,TOT,44,616,9.9,.519,.529,.152,3.2,9.0,6.1,9.7,1.7,0.9,8.8,16.8,0.1,0.4,0.5,.040,-2.6,-0.6,-3.3,-0.2,2024
Seth Curry,SG,33,DAL,36,457,8.6,.502,.552,.131,3.6,8.8,6.2,8.4,1.8,0.6,9.4,15.9,-0.1,0.4,0.3,.034,-3.2,-0.9,-4.0,-0.2,2024
Seth Curry,SG,33,CHO,8,159,13.5,.560,.475,.203,2.1,9.5,5.7,13.2,1.6,1.8,7.2,19.3,0.1,0.1,0.2,.058,-1.1,0.0,-1.1,0.0,2024
Stephen Curry,PG,35,GSW,74,2421,20.6,.616,.606,.224,1.7,12.9,7.4,24.7,1.1,1.0,11.7,31.3,5.2,2.0,7.2,.142,6.3,-1.1,5.2,4.4,2024
Dyson Daniels,PG,20,NOP,61,1358,12.0,.529,.434,.170,5.1,14.1,9.7,15.4,3.1,1.8,15.0,12.6,0.7,2.2,2.9,.103,-1.9,2.5,0.6,0.9,2024
Anthony Davis,C,30,LAL,76,2700,25.8,.621,.083,.402,10.4,28.3,19.8,15.5,1.6,5.7,9.5,26.7,7.2,4.7,11.8,.210,3.5,1.7,5.1,4.9,2024
Johnny Davis,SG,21,WAS,50,613,6.2,.462,.260,.156,3.1,9.6,6.3,6.6,1.4,1.3,7.3,12.2,-0.3,0.2,-0.1,-0.009,-5.5,-1.1,-6.6,-0.7,2024
JD Davison,SG,21,BOS,8,39,18.8,.581,.583,.333,5.8,21.2,13.8,32.9,1.3,2.3,12.7,17.6,0.1,0.1,0.2,.228,1.8,1.4,3.3,0.1,2024
Dexter Dennis,SG,24,DAL,4,30,18.3,.541,.421,.158,3.7,29.0,16.4,23.7,0.0,2.9,12.9,33.3,0.0,0.0,0.0,.004,1.7,-0.1,1.7,0.0,2024
DeMar DeRozan,SF,34,CHI,79,2989,19.7,.584,.166,.452,1.6,11.3,6.4,21.8,1.5,1.5,7.7,25.8,7.0,2.2,9.2,.147,2.1,-0.3,1.8,2.8,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Moussa DiabatÃ©,C,22,LAC,11,64,24.7,.576,.000,.737,27.4,15.4,21.2,8.6,3.9,1.4,7.4,18.6,0.2,0.1,0.3,.250,4.0,-0.5,3.5,0.1,2024
Mamadi Diakite,PF,27,TOT,6,24,18.6,.694,.167,1.000,4.5,13.8,9.1,13.5,2.1,3.5,10.4,17.0,0.1,0.0,0.1,.168,0.8,2.7,3.5,0.0,2024
Mamadi Diakite,PF,27,SAS,3,16,30.4,.785,.000,1.200,6.7,13.6,10.1,20.3,0.0,5.2,0.0,20.2,0.1,0.0,0.1,.349,7.9,3.7,11.6,0.1,2024
Mamadi Diakite,PF,27,NYK,3,8,-5.2,.000,1.000,.000,0.0,14.1,7.0,0.0,6.3,0.0,50.0,10.8,-0.1,0.0,0.0,-0.194,-13.5,0.7,-12.7,0.0,2024
Hamidou Diallo,SG,25,WAS,2,5,33.2,.500,.000,.000,41.8,0.0,21.4,28.9,18.7,0.0,33.3,25.3,0.0,0.0,0.0,.204,2.7,16.0,18.7,0.0,2024
Gradey Dick,SG,20,TOR,60,1268,8.9,.546,.542,.115,2.3,9.3,5.7,7.4,1.3,0.1,9.7,17.4,-0.1,0.4,0.3,.010,-3.2,-2.2,-5.4,-1.1,2024
Ousmane Dieng,PF,20,OKC,33,365,10.1,.540,.603,.138,3.2,12.0,7.8,12.9,1.1,1.3,13.4,16.9,0.0,0.4,0.4,.055,-2.3,-0.7,-3.0,-0.1,2024
Spencer Dinwiddie,PG,30,TOT,76,2152,11.7,.543,.575,.328,1.5,9.0,5.2,22.7,1.2,0.9,11.1,16.6,2.3,1.3,3.6,.081,-1.3,-0.6,-1.9,0.1,2024
Spencer Dinwiddie,PG,30,BRK,48,1474,13.5,.530,.557,.321,1.9,10.1,5.9,27.5,1.3,0.6,9.8,18.6,2.0,0.9,2.9,.095,-0.5,-0.8,-1.3,0.3,2024
Spencer Dinwiddie,PG,30,LAL,28,678,8.0,.586,.638,.355,0.7,6.7,3.9,12.2,0.9,1.7,15.1,12.2,0.3,0.4,0.7,.052,-3.2,-0.1,-3.2,-0.2,2024
Donte DiVincenzo,SG,27,NYK,81,2360,16.0,.597,.702,.114,3.0,11.2,7.1,13.7,2.3,1.4,9.7,21.3,3.6,3.0,6.6,.135,2.5,0.9,3.4,3.2,2024
Luka DonÄiÄ,PG,24,DAL,70,2624,28.1,.617,.450,.368,2.5,24.4,13.5,44.3,1.8,1.3,12.8,36.0,8.5,3.5,12.0,.220,8.3,1.7,9.9,8.0,2024
Luguentz Dort,SF,24,OKC,79,2246,11.1,.593,.603,.236,3.8,10.0,7.0,6.3,1.5,1.9,9.3,15.4,2.0,2.5,4.6,.097,-1.4,-0.2,-1.6,0.2,2024
Ayo Dosunmu,SG,24,CHI,76,2212,13.4,.604,.410,.146,2.7,8.3,5.5,15.6,1.5,1.7,11.9,17.2,2.6,1.5,4.1,.089,-0.6,-0.2,-0.8,0.7,2024
Jeff Dowtin,PG,26,PHI,12,142,18.2,.689,.528,.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,.193,2.0,1.3,3.3,0.2,2024
Henri Drell,SF,23,CHI,4,30,10.7,.506,.600,.200,3.7,11.4,7.5,18.3,3.3,3.4,15.5,18.8,0.0,0.0,0.0,.047,-5.1,0.2,-4.9,0.0,2024
Andre Drummond,C,30,CHI,79,1351,23.0,.576,.006,.454,21.5,37.4,29.3,4.1,2.7,3.6,12.3,21.3,2.3,2.6,4.9,.175,0.8,-0.7,0.1,0.7,2024
Chris Duarte,SF,26,SAC,59,719,8.4,.512,.605,.157,4.0,12.7,8.3,7.8,1.9,1.0,10.4,14.9,0.0,0.7,0.7,.047,-3.5,0.1,-3.4,-0.2,2024
David Duke Jr.,SG,24,SAS,4,51,16.2,.673,.333,.167,4.2,17.1,10.6,14.6,1.9,0.0,13.4,18.5,0.1,0.0,0.1,.119,-0.1,1.4,1.4,0.0,2024
Kris Dunn,PG,29,UTA,66,1249,12.8,.546,.355,.102,4.4,12.2,8.3,27.1,2.6,2.0,19.5,13.6,1.1,0.9,2.0,.076,-1.5,1.4,-0.1,0.6,2024
Kevin Durant,PF,35,PHO,75,2791,21.2,.626,.283,.295,1.7,17.5,10.0,22.2,1.2,2.9,13.1,29.0,5.1,3.2,8.3,.142,4.0,0.1,4.0,4.3,2024
Jalen Duren,C,20,DET,61,1777,18.7,.653,.007,.321,11.8,33.0,22.2,12.7,0.9,2.3,16.7,18.5,3.0,1.8,4.8,.130,-0.2,0.1,-0.1,0.9,2024
Tari Eason,PF,22,HOU,22,480,17.1,.528,.265,.175,10.2,24.2,17.1,8.3,3.1,3.6,8.9,19.8,0.3,1.0,1.3,.125,-0.4,2.0,1.6,0.4,2024
Anthony Edwards,SG,22,MIN,79,2770,19.7,.575,.341,.325,2.2,14.8,8.8,24.6,1.8,1.3,11.9,32.3,2.9,4.7,7.5,.130,2.7,0.5,3.3,3.7,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Kessler Edwards,SF,23,SAC,54,275,10.3,.541,.634,.110,3.6,13.7,8.5,7.1,1.8,1.3,4.4,14.0,0.2,0.3,0.5,.083,-1.6,0.1,-1.5,0.0,2024
Keon Ellis,SG,24,SAC,57,978,12.0,.627,.724,.151,3.6,10.8,7.1,11.1,2.5,2.7,13.0,12.4,1.1,1.2,2.3,.114,-0.9,2.1,1.2,0.8,2024
Joel Embiid,C,29,PHI,39,1309,34.1,.644,.163,.531,7.9,28.8,18.1,32.4,1.7,4.6,12.5,39.6,5.2,2.3,7.5,.275,8.5,3.1,11.6,4.5,2024
Drew Eubanks,C,26,PHO,75,1169,14.4,.645,.012,.368,10.5,20.1,15.6,7.2,1.1,4.6,17.2,13.2,1.6,1.6,3.1,.129,-2.0,0.8,-1.2,0.2,2024
Tosan Evbuomwan,SF,22,TOT,17,367,9.9,.616,.451,.352,5.3,13.0,9.1,5.9,0.8,1.2,9.9,10.6,0.4,0.2,0.5,.071,-2.4,-0.7,-3.0,-0.1,2024
Tosan Evbuomwan,SF,22,MEM,4,74,5.7,.333,.533,.000,11.4,9.2,10.3,10.9,0.0,1.3,6.3,9.3,0.0,0.0,0.0,.016,-4.2,-2.2,-6.4,-0.1,2024
Tosan Evbuomwan,SF,22,DET,13,293,10.9,.679,.429,.446,3.7,13.9,8.8,4.6,1.0,1.2,10.7,10.9,0.4,0.1,0.5,.085,-1.9,-0.3,-2.2,0.0,2024
Dante Exum,PG,28,DAL,55,1088,13.7,.645,.358,.225,2.5,12.4,7.5,19.3,1.0,0.4,12.9,15.0,2.1,0.8,2.9,.127,-0.3,-0.3,-0.6,0.4,2024
Bruno Fernando,C,25,ATL,45,682,15.2,.615,.021,.513,9.1,22.2,15.4,9.3,1.8,3.7,16.1,16.7,0.8,0.7,1.5,.103,-3.1,0.9,-2.3,-0.1,2024
Dorian Finney-Smith,PF,30,BRK,68,1934,10.1,.546,.658,.090,6.0,12.1,9.0,7.6,1.4,1.8,10.0,13.2,1.0,1.6,2.6,.065,-2.0,-0.1,-2.0,0.0,2024
Adam Flagler,SG,24,OKC,2,14,0.6,.214,.857,.000,0.0,0.0,0.0,33.6,0.0,0.0,0.0,21.7,0.0,0.0,0.0,-0.159,-6.7,-3.9,-10.6,0.0,2024
Malachi Flynn,PG,25,TOT,69,876,11.9,.533,.520,.218,2.6,12.0,7.2,21.1,2.1,0.8,15.0,20.4,-0.1,0.6,0.5,.029,-2.0,-0.2,-2.2,0.0,2024
Malachi Flynn,PG,25,TOR,31,474,10.1,.535,.584,.161,3.0,12.3,7.5,20.3,1.8,1.1,18.4,16.2,0.0,0.3,0.2,.025,-2.8,0.0,-2.7,-0.1,2024
Malachi Flynn,PG,25,NYK,14,60,12.5,.557,.565,.478,0.0,11.3,5.6,14.1,0.8,0.0,9.7,22.2,0.1,0.0,0.1,.093,-1.7,-0.9,-2.6,0.0,2024
Malachi Flynn,PG,25,DET,24,342,14.4,.528,.461,.230,2.6,11.6,7.0,23.3,2.7,0.5,12.9,26.0,-0.1,0.3,0.2,.023,-1.0,-0.3,-1.3,0.1,2024
Simone Fontecchio,SF,28,TOT,66,1644,12.1,.600,.609,.120,4.3,12.2,8.3,8.7,1.3,1.2,10.5,16.5,1.5,0.6,2.1,.061,0.0,-1.0,-1.0,0.4,2024
Simone Fontecchio,SF,28,UTA,50,1160,11.2,.592,.651,.112,5.0,11.7,8.4,8.6,1.2,1.4,12.0,15.4,0.9,0.3,1.3,.052,-0.4,-1.2,-1.6,0.1,2024
Simone Fontecchio,SF,28,DET,16,484,14.4,.613,.532,.137,2.7,13.6,8.1,8.8,1.4,0.9,7.8,19.2,0.6,0.3,0.8,.083,1.0,-0.4,0.6,0.3,2024
Jordan Ford,PG,25,SAC,6,22,16.8,.761,.429,.286,0.0,10.4,5.1,12.8,0.0,0.0,11.3,17.3,0.1,0.0,0.1,.157,3.3,-1.1,2.2,0.0,2024
Trent Forrest,SG,25,ATL,38,414,8.9,.426,.111,.189,2.8,10.9,6.7,27.6,1.3,0.7,17.0,11.8,0.1,0.1,0.2,.027,-3.8,-0.7,-4.4,-0.3,2024
Evan Fournier,SG,31,TOT,32,580,8.5,.464,.588,.163,0.9,10.4,5.6,11.6,2.4,1.0,8.1,19.0,-0.5,0.4,-0.1,-0.005,-4.7,0.3,-4.3,-0.3,2024
Evan Fournier,SG,31,NYK,3,39,2.2,.287,.750,.100,0.0,11.6,5.8,10.2,5.2,0.0,4.6,24.2,-0.2,0.1,-0.1,-0.108,-11.8,0.4,-11.3,-0.1,2024
Evan Fournier,SG,31,DET,29,541,8.9,.482,.572,.169,1.0,10.3,5.6,11.7,2.2,1.1,8.5,18.6,-0.3,0.4,0.0,.002,-4.2,0.3,-3.8,-0.3,2024
De'Aaron Fox,PG,26,SAC,74,2659,20.1,.567,.374,.273,2.8,11.8,7.2,25.2,2.7,1.1,10.1,31.0,3.3,3.2,6.5,.117,2.6,0.1,2.7,3.2,2024
Javon Freeman-Liberty,PG,24,TOR,22,403,10.7,.547,.339,.290,4.3,15.1,9.6,13.4,1.2,0.9,15.2,17.5,0.1,0.2,0.2,.029,-3.1,-2.0,-5.2,-0.3,2024
Alex Fudge,SF,20,TOT,6,40,9.8,.472,.333,.133,11.3,2.7,6.9,0.0,3.6,0.0,11.2,19.2,0.0,0.0,0.0,-0.007,-3.7,-1.5,-5.2,0.0,2024
Alex Fudge,SF,20,LAL,4,14,-1.9,.291,.333,.333,16.7,0.0,7.9,0.0,0.0,0.0,12.7,24.3,-0.1,0.0,-0.1,-0.222,-9.9,-8.3,-18.1,-0.1,2024
Alex Fudge,SF,20,DAL,2,26,16.2,.611,.333,.000,8.4,4.2,6.3,0.0,5.5,0.0,10.0,16.5,0.0,0.0,0.1,.108,-0.4,2.1,1.7,0.0,2024
Markelle Fultz,PG,25,ORL,43,910,12.6,.492,.055,.101,7.2,10.7,8.9,19.7,2.3,1.5,12.8,18.8,0.0,1.3,1.3,.069,-2.6,1.2,-1.4,0.1,2024
Andrew Funk,SG,24,CHI,5,13,-5.0,.000,.750,.000,0.0,0.0,0.0,0.0,3.8,7.9,0.0,13.5,-0.1,0.0,-0.1,-0.252,-12.4,-2.0,-14.4,0.0,2024
Wenyen Gabriel,PF,26,MEM,5,81,2.3,.351,.273,.227,9.1,25.3,16.9,5.3,1.2,2.3,24.8,17.0,-0.3,0.1,-0.2,-0.123,-10.6,-1.9,-12.5,-0.2,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Daniel Gafford,C-PF,25,TOT,74,1815,21.7,.731,.000,.365,11.4,22.1,16.7,9.1,1.7,7.1,11.7,14.7,5.2,2.5,7.8,.205,0.7,1.9,2.6,2.1,2024
Daniel Gafford,C,25,WAS,45,1192,19.9,.707,.000,.405,11.5,21.1,16.2,8.0,1.7,6.6,11.7,13.9,3.0,1.4,4.4,.178,-0.2,1.1,0.9,0.9,2024
Daniel Gafford,PF,25,DAL,29,623,25.0,.769,.000,.301,11.3,23.9,17.6,11.1,1.6,7.9,11.7,16.4,2.2,1.1,3.3,.257,2.5,3.4,5.9,1.3,2024
Danilo Gallinari,PF-SF,35,TOT,49,630,13.4,.601,.489,.516,3.4,15.3,9.3,11.6,1.1,0.8,9.0,17.2,1.0,0.3,1.3,.098,-0.8,-1.0,-1.9,0.0,2024
Danilo Gallinari,PF,35,WAS,26,385,13.4,.581,.489,.427,3.3,18.2,10.6,10.8,0.7,0.6,7.2,18.3,0.5,0.1,0.6,.080,-0.8,-1.8,-2.6,-0.1,2024
Danilo Gallinari,SF,35,DET,6,90,23.3,.799,.545,1.091,2.4,15.1,8.7,18.6,1.1,1.9,3.0,15.9,0.5,0.1,0.6,.304,5.9,1.0,6.9,0.2,2024
Danilo Gallinari,SF,35,MIL,17,155,7.7,.523,.459,.486,4.3,8.3,6.4,9.6,1.9,0.6,18.2,15.3,0.0,0.1,0.1,.025,-5.0,-0.2,-5.2,-0.1,2024
Darius Garland,PG,24,CLE,57,1901,14.5,.560,.423,.208,1.8,7.1,4.5,29.4,1.9,0.3,16.1,25.3,0.7,2.0,2.7,.067,0.2,-1.2,-1.0,0.5,2024
Usman Garuba,PF,21,GSW,6,18,7.0,.218,.167,.333,18.2,23.7,21.0,6.6,2.7,15.1,22.5,20.8,-0.1,0.0,0.0,-0.124,-10.8,-0.1,-10.9,0.0,2024
Luka Garza,C,25,MIN,25,122,21.8,.576,.427,.333,18.6,10.7,14.4,5.9,1.6,0.7,6.5,33.3,0.2,0.2,0.4,.166,0.6,-2.7,-2.1,0.0,2024
Kaiser Gates,SF,27,NOP,1,7,-19.9,.000,.500,.000,0.0,15.7,8.0,0.0,0.0,0.0,0.0,24.9,-0.1,0.0,-0.1,-0.558,-18.6,-10.1,-28.8,-0.1,2024
Keyonte George,PG,20,UTA,75,2023,10.4,.533,.540,.274,0.8,10.6,5.7,23.1,0.9,0.3,17.1,22.8,-0.4,0.1,-0.3,-0.008,-1.5,-2.9,-4.4,-1.2,2024
Paul George,PF,33,LAC,74,2502,19.3,.613,.476,.235,1.7,15.3,8.8,16.1,2.2,1.3,10.1,26.6,4.4,2.8,7.3,.140,2.9,0.2,3.2,3.3,2024
Taj Gibson,PF,38,TOT,20,204,5.9,.449,.270,.054,6.6,13.8,10.2,6.9,0.7,3.2,11.7,9.0,0.0,0.2,0.2,.044,-5.3,0.1,-5.3,-0.2,2024
Taj Gibson,PF,38,NYK,16,165,3.2,.335,.261,.087,6.8,12.3,9.5,6.7,0.6,3.4,17.3,7.6,-0.1,0.2,0.1,.019,-6.9,0.0,-6.9,-0.2,2024
Taj Gibson,PF,38,DET,4,39,17.6,.643,.286,.000,5.6,20.4,12.9,8.0,1.2,2.2,0.0,15.3,0.1,0.0,0.1,.149,1.2,0.4,1.7,0.0,2024
Josh Giddey,SG,21,OKC,80,2011,16.6,.547,.287,.146,6.4,21.5,14.2,26.6,1.2,2.0,15.7,23.1,1.4,2.9,4.3,.102,1.0,0.4,1.5,1.8,2024
Harry Giles,C,25,TOT,23,100,14.8,.503,.280,.260,12.8,20.0,16.4,10.5,1.0,2.7,9.7,26.7,0.0,0.1,0.1,.027,-2.7,-2.0,-4.8,-0.1,2024
Harry Giles,C,25,BRK,16,81,18.5,.543,.250,.295,15.7,19.5,17.6,13.0,0.6,3.3,10.8,29.8,0.0,0.1,0.1,.071,-1.1,-1.8,-2.8,0.0,2024
Harry Giles,C,25,LAL,7,19,-1.0,.167,.500,.000,0.0,22.3,11.7,0.0,2.5,0.0,0.0,13.6,-0.1,0.0,-0.1,-0.162,-9.7,-3.2,-12.9,-0.1,2024
Shai Gilgeous-Alexander,PG,25,OKC,75,2553,29.3,.636,.181,.436,3.0,14.7,9.1,29.8,2.8,2.4,8.4,32.8,10.5,4.2,14.6,.275,6.7,2.3,9.0,7.1,2024
Anthony Gill,PF,31,WAS,50,466,12.1,.537,.256,.225,8.3,13.4,10.8,10.0,1.3,1.9,11.6,18.0,0.1,0.2,0.4,.038,-2.6,-1.5,-4.1,-0.3,2024
Collin Gillespie,PG,24,DEN,24,225,11.0,.586,.551,.174,0.5,9.6,5.2,15.5,2.9,0.0,15.9,17.1,0.1,0.3,0.4,.076,-3.7,0.9,-2.7,0.0,2024
Jacob Gilyard,PG,25,TOT,41,699,11.1,.573,.840,.013,1.4,6.0,3.6,27.7,2.3,0.7,16.6,11.1,0.8,0.6,1.4,.095,-2.0,0.6,-1.4,0.1,2024
Jacob Gilyard,PG,25,MEM,37,654,11.6,.597,.833,.014,1.3,6.1,3.6,28.5,2.0,0.7,16.7,11.4,0.9,0.5,1.4,.103,-1.5,0.2,-1.3,0.1,2024
Jacob Gilyard,PG,25,BRK,4,45,4.5,.000,1.000,.000,2.4,5.0,3.6,15.8,6.6,0.0,14.3,6.7,-0.1,0.1,0.0,-0.017,-8.7,6.5,-2.2,0.0,2024
Rudy Gobert,C,31,MIN,76,2593,19.3,.675,.005,.635,13.1,29.2,21.5,5.6,1.0,5.5,13.1,15.4,5.8,5.8,11.6,.216,0.1,1.7,1.8,2.5,2024
Jordan Goodwin,PG,25,TOT,57,1055,12.6,.451,.369,.154,9.3,17.3,13.3,20.9,2.2,1.6,12.1,19.0,-0.2,1.4,1.2,.054,-1.5,0.5,-1.0,0.3,2024
Jordan Goodwin,PG,25,PHO,40,558,12.5,.481,.415,.150,8.5,14.8,11.8,18.7,2.0,1.4,12.4,18.2,0.2,0.6,0.8,.072,-1.3,0.4,-0.9,0.2,2024
Jordan Goodwin,PG,25,MEM,17,497,12.7,.420,.323,.159,10.2,20.2,15.0,23.4,2.5,1.7,11.8,19.8,-0.3,0.7,0.4,.035,-1.8,0.6,-1.2,0.1,2024
Aaron Gordon,PF,28,DEN,73,2297,16.8,.607,.193,.376,8.6,13.9,11.4,15.2,1.2,1.7,11.2,17.8,4.5,2.6,7.1,.148,1.2,0.1,1.3,1.9,2024
Eric Gordon,SG,35,PHO,68,1893,10.8,.580,.642,.104,1.0,6.0,3.6,10.0,1.7,1.4,10.2,16.5,1.0,1.5,2.5,.063,-1.3,-0.5,-1.7,0.1,2024
Devonte' Graham,PG,28,SAS,23,313,9.4,.495,.769,.148,1.7,10.8,6.2,21.0,1.4,0.5,12.9,17.8,-0.1,0.2,0.1,.018,-3.0,-0.9,-3.9,-0.1,2024
Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,2024
Jerami Grant,PF,29,POR,54,1830,15.4,.573,.325,.367,2.1,10.0,5.8,13.8,1.2,1.7,10.5,25.7,1.7,1.0,2.7,.071,1.0,-1.1,-0.1,0.9,2024
RaiQuan Gray,PF,24,SAS,3,39,22.7,.676,.412,.000,5.5,14.0,9.7,25.2,1.2,2.1,5.6,19.5,0.1,0.0,0.2,.187,5.6,1.8,7.4,0.1,2024
A.J. Green,SG,24,MIL,56,614,10.5,.617,.862,.097,1.6,9.6,5.7,6.4,0.7,0.6,5.5,15.2,0.7,0.3,1.1,.084,-0.4,-1.7,-2.1,0.0,2024
Danny Green,SG,36,PHI,2,18,0.7,.000,.500,.000,0.0,12.5,6.1,6.5,2.7,0.0,0.0,4.8,0.0,0.0,0.0,-0.035,-7.4,0.8,-6.6,0.0,2024
Draymond Green,PF,33,GSW,55,1490,14.5,.587,.347,.199,5.6,23.0,14.4,28.6,1.8,2.9,25.0,15.3,1.4,2.2,3.6,.116,-0.6,3.0,2.4,1.6,2024
Jalen Green,SG,21,HOU,82,2601,14.7,.541,.454,.264,1.7,15.9,8.7,17.3,1.2,1.0,11.4,27.4,0.2,2.9,3.1,.056,0.4,-0.9,-0.5,1.0,2024
Javonte Green,SF,30,CHI,9,230,20.2,.681,.360,.173,9.5,23.3,16.3,3.3,2.2,3.6,8.0,16.7,0.5,0.3,0.9,.180,1.9,0.1,2.0,0.2,2024
Jeff Green,PF,37,HOU,78,1307,11.3,.590,.437,.407,3.7,10.9,7.3,7.3,0.6,2.2,9.6,15.5,1.4,1.2,2.6,.095,-1.6,-0.4,-2.1,0.0,2024
Josh Green,SG,23,DAL,57,1505,9.9,.588,.500,.152,2.9,10.4,6.7,11.1,1.5,0.5,13.1,13.1,1.0,1.2,2.2,.071,-2.4,-0.3,-2.7,-0.3,2024
AJ Griffin,SF,20,ATL,20,171,1.2,.382,.629,.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.120,-6.0,-3.5,-9.6,-0.3,2024
Quentin Grimes,SG,23,TOT,51,1025,8.9,.516,.732,.137,1.6,9.3,5.5,8.7,1.7,0.6,7.5,15.8,0.3,1.0,1.3,.060,-2.6,0.4,-2.2,-0.1,2024
Quentin Grimes,SG,23,NYK,45,910,9.5,.543,.741,.119,1.7,9.2,5.4,7.8,1.7,0.3,6.5,15.3,0.7,0.9,1.5,.081,-1.9,0.4,-1.5,0.1,2024
Quentin Grimes,SG,23,DET,6,115,3.9,.342,.667,.262,1.0,10.9,5.8,15.8,2.1,3.0,13.0,20.0,-0.4,0.1,-0.3,-0.109,-7.8,-0.4,-8.1,-0.2,2024
Mouhamadou Gueye,PF,25,TOR,11,120,4.6,.310,.079,.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,-0.5,0.2,-0.4,-0.147,-11.0,-0.9,-11.9,-0.3,2024
Mouhamed Gueye,PF,21,ATL,6,73,15.0,.468,.391,.261,14.4,18.6,16.4,7.0,3.3,4.9,3.8,15.2,0.1,0.1,0.2,.127,-2.1,0.6,-1.5,0.0,2024
Rui Hachimura,PF,25,LAL,68,1826,15.0,.628,.343,.198,3.7,13.7,8.9,6.3,1.1,1.2,5.9,18.5,2.7,1.5,4.1,.108,0.0,-0.9,-0.9,0.5,2024
Ashton Hagans,PG,24,POR,19,316,8.5,.510,.352,.239,4.7,11.7,8.0,23.7,1.7,2.6,27.7,14.6,-0.2,0.3,0.0,.006,-4.4,0.9,-3.5,-0.1,2024
Tyrese Haliburton,PG,23,IND,69,2224,23.3,.605,.510,.217,1.8,12.0,6.9,44.9,1.8,1.7,12.2,24.6,7.6,1.5,9.0,.195,7.3,-0.4,6.9,5.0,2024
