Player,Team,Pos,WS,WS/48,Year
Wade Baldwin,POR,PG,-0.3,-0.153,2019
Walker Kessler,UTA,C,7.1,0.2,2023
Walker Kessler,UTA,C,4.1,0.131,2024
Walker Russell,DET,PG,-0.4,-0.049,2012
Walt Lemon Jr.,NOP,PG,-0.1,-0.071,2018
Walt Lemon Jr.,CHI,PG,0.1,0.026,2019
Wayne Ellington,MIN,SG,0.8,0.041,2012
Wayne Ellington,2TM,SG,3.2,0.093,2013
Wayne Ellington,DAL,SG,0.7,0.084,2014
Wayne Ellington,LAL,SG,1.2,0.034,2015
Wayne Ellington,BRK,SG,0.8,0.025,2016
Wayne Ellington,MIA,SG,3.3,0.105,2017
Wayne Ellington,MIA,SG,4.5,0.105,2018
Wayne Ellington,2TM,SG,2.6,0.097,2019
Wayne Ellington,NYK,SG,0.4,0.035,2020
Wayne Ellington,DET,SG,1.9,0.088,2021
Wayne Ellington,LAL,SG,1.0,0.062,2022
Wayne Selden,2TM,SG,0.1,0.016,2017
Wayne Selden,MEM,SG,0.3,0.023,2018
Wayne Selden,2TM,SG,-0.3,-0.009,2019
Wayne Selden,NYK,SG,0.0,0.016,2022
Wendell Carter Jr.,CHI,C,1.9,0.08,2019
Wendell Carter Jr.,CHI,C,3.3,0.127,2020
Wendell Carter Jr.,2TM,C,3.4,0.118,2021
Wendell Carter Jr.,ORL,PF,5.0,0.129,2022
Wendell Carter Jr.,ORL,C,4.6,0.13,2023
Wendell Carter Jr.,ORL,C,4.4,0.149,2024
Wendell Moore Jr.,MIN,SG,0.1,0.028,2023
Wendell Moore Jr.,MIN,SG,0.1,0.052,2024
Wenyen Gabriel,2TM,PF,0.2,0.048,2020
Wenyen Gabriel,NOP,PF,0.3,0.052,2021
Wenyen Gabriel,3TM,PF,0.7,0.09,2022
Wenyen Gabriel,LAL,C,2.8,0.132,2023
Wenyen Gabriel,MEM,PF,-0.2,-0.123,2024
Wes Iwundu,ORL,SF,0.7,0.032,2018
Wes Iwundu,ORL,SF,1.9,0.073,2019
Wes Iwundu,ORL,SF,1.7,0.084,2020
Wes Iwundu,2TM,SF,0.0,-0.003,2021
Wes Iwundu,ATL,SF,0.1,0.046,2022
Wesley Johnson,MIN,SF,0.6,0.021,2012
Wesley Johnson,PHO,SF,0.0,0.0,2013
Wesley Johnson,LAL,SF,1.9,0.041,2014
Wesley Johnson,LAL,SF,1.7,0.037,2015
Wesley Johnson,LAC,SF,2.6,0.076,2016
Wesley Johnson,LAC,SF,0.9,0.051,2017
Wesley Johnson,LAC,SF,1.7,0.055,2018
Wesley Johnson,2TM,SF,0.0,0.001,2019
Wesley Matthews,POR,SG,4.8,0.104,2012
Wesley Matthews,POR,SG,4.7,0.093,2013
Wesley Matthews,POR,SG,8.2,0.142,2014
Wesley Matthews,POR,SG,6.2,0.147,2015
Wesley Matthews,DAL,SF,3.7,0.067,2016
Wesley Matthews,DAL,SG,3.1,0.06,2017
Wesley Matthews,DAL,SF,2.6,0.059,2018
Wesley Matthews,3TM,SF,2.7,0.062,2019
Wesley Matthews,MIL,SG,3.2,0.093,2020
Wesley Matthews,LAL,SG,1.7,0.073,2021
Wesley Matthews,MIL,SG,1.2,0.056,2022
Wesley Matthews,MIL,SF,1.2,0.073,2023
Wesley Matthews,ATL,SG,0.4,0.049,2024
Will Barton,POR,SG,-0.5,-0.028,2013
Will Barton,POR,SG,0.6,0.078,2014
Will Barton,2TM,SG,1.3,0.063,2015
Will Barton,DEN,SG,4.3,0.088,2016
Will Barton,DEN,SG,3.3,0.093,2017
Will Barton,DEN,SG,6.2,0.111,2018
Will Barton,DEN,SF,1.2,0.049,2019
Will Barton,DEN,SF,4.2,0.106,2020
Will Barton,DEN,SF,2.2,0.061,2021
Will Barton,DEN,SG,3.2,0.067,2022
Will Barton,2TM,SG,0.4,0.021,2023
Will Bynum,DET,PG,-0.2,-0.022,2012
Will Bynum,DET,PG,1.7,0.067,2013
Will Bynum,DET,PG,1.0,0.047,2014
Will Bynum,WAS,SG,-0.2,-0.132,2015
Will Cherry,CLE,PG,0.0,-0.021,2015
Will Conroy,MIN,PG,-0.2,-0.433,2013
Will Magnay,NOP,C,0.0,-0.787,2021
William Howard,HOU,PF,-0.1,-0.357,2020
Willie Cauley-Stein,SAC,C,3.8,0.13,2016
Willie Cauley-Stein,SAC,C,2.9,0.1,2017
Willie Cauley-Stein,SAC,C,3.9,0.092,2018
Willie Cauley-Stein,SAC,C,6.7,0.146,2019
Willie Cauley-Stein,2TM,C,2.9,0.128,2020
Willie Cauley-Stein,DAL,C,2.8,0.147,2021
Willie Cauley-Stein,2TM,C,0.2,0.066,2022
Willie Green,ATL,SG,2.4,0.122,2012
Willie Green,LAC,SG,2.5,0.103,2013
Willie Green,LAC,SG,0.5,0.028,2014
Willie Green,ORL,SG,-0.1,-0.003,2015
Willie Reed,BRK,C,1.2,0.134,2016
Willie Reed,MIA,C,3.6,0.168,2017
Willie Reed,2TM,C,1.5,0.172,2018
Willy HernangÃ³mez,NYK,C,3.4,0.123,2017
Willy HernangÃ³mez,2TM,C,1.8,0.174,2018
Willy HernangÃ³mez,CHO,C,2.6,0.153,2019
Willy HernangÃ³mez,CHO,C,0.8,0.107,2020
Willy HernangÃ³mez,NOP,C,2.9,0.163,2021
Willy HernangÃ³mez,NOP,C,3.2,0.18,2022
Willy HernangÃ³mez,NOP,C,1.6,0.171,2023
Wilson Chandler,DEN,SF,-0.1,-0.021,2012
Wilson Chandler,DEN,PF,3.1,0.137,2013
Wilson Chandler,DEN,SF,3.1,0.076,2014
Wilson Chandler,DEN,SF,3.6,0.071,2015
Wilson Chandler,DEN,SF,3.5,0.077,2017
Wilson Chandler,DEN,SF,3.3,0.067,2018
Wilson Chandler,2TM,SF,1.5,0.062,2019
Wilson Chandler,BRK,PF,0.7,0.046,2020
Xavier Cooks,WAS,PF,0.2,0.094,2023
